User Language,IPSP name,URL,Geographic region,Country,Publication languages,Parent organisation,Parent organisation name,Does the IPSP only provide services to its parent organisation?,IPSP/parent organisation legal entity,IPSP/parent organisation legal entity (free text),Type of IPSP,Services provided,Services provided (free text),Publish or provide service - Academic Journals,Publish or provide service - Academic Books,Publish or provide service - Conference outputs,Publish or provide service - Grey literature,"Publish or provide service - Other research products (e.g. media, digital)",Publish or provide service - Non-academic outputs,"Publish or provide service - Other (e.g. datasets, digital scholarship, software)",Disciplines
Italian,CISO - Centro italiano studi ornitologici ONLUS,https://www.ciso-coi.it/,Southern Europe,Italy,English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],Natural sciences
Ukrainian,Institute of Higher Education of NAES of Ukraine,https://ihed.org.ua/en/home/,Eastern Europe,Ukraine,Ukrainian - English,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial",,Publish,Publish,Publish,[No response],Publish,[No response],[No response],Social sciences
Hungarian,Kriminalističko-policijski univerzitet,https://www.kpu.edu.rs,Southern Europe,Serbia,Serbian - English,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Administrative, legal and financial",,Publish,Publish,Publish,[No response],[No response],[No response],[No response],"Multidisciplinary,Engineering and technology,Social sciences,Humanities"
English,University of Latvia,https://foliageographica.lu.lv,Northern Europe,Latvia,English - Latvian,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication",,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Natural sciences,Social sciences"
Hungarian,Institute for Animal Husbandry,https://www.istocar.bg.ac.rs,Southern Europe,Serbia,[No response],No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),[No response],,Publish,Publish,Publish,Publish,[No response],[No response],[No response],Agricultural sciences
English,National Library of Serbia,https://nb.rs/,Southern Europe,Serbia,Serbian - English - French - Russian - Spanish,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication, Administrative, legal and financial",,Publish and Service,[No response],[No response],[No response],[No response],[No response],[No response],"Social sciences,Humanities"
English,AP2,https://urbancreativity.org,Southern Europe,Portugal,English - Portuguese - Spanish,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,Publish and Service,Publish and Service,[No response],[No response],Publish and Service,[No response],"Multidisciplinary,Social sciences,Humanities"
English,Institute for Recent History of Serbia (Institut za noviju istoriju Srbije),https://tokovi.istorije.rs/,Southern Europe,Serbia,Serbian - English - Croatian - Bosnian,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish,Publish,Publish,[No response],[No response],[No response],[No response],"Multidisciplinary,Social sciences,Humanities"
English,"Medical Gazzete, Institute for Thyroid and Metabolism Zlatibor",https://www.cigota.rs/medicinskiglasnik,Southern Europe,Serbia,English - Serbian,Withdrawn,[No response],[No response],Withdrawn,[No response],Withdrawn,Withdrawn,,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Medical and health sciences
English,National Documentation Centre,https://www.ekt.gr,Southern Europe,Greece,English - Greek - French - German - Italian,Withdrawn,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Service provider to institutional publishers (an entity tasked by an  institution  or an institutional publisher with carrying out specific services),"IT, Communication, Training, support and/or advice",,Publish and Service,Publish and Service,Publish and Service,[No response],[No response],[No response],Publish and Service,"Social sciences,Humanities"
Spanish,"Universitat de Barcelona, Institut Geociències Barcelona, Institut de Diagnosis Ambiental i Estudis de l'Aigua, Universitat Autònoma de Barcelona",https://www.geologica-acta.site,Southern Europe,Spain,English,Don't know,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT, Communication, Administrative, legal and financial, Training, support and/or advice",,Publish and Service,[No response],[No response],[No response],[No response],[No response],[No response],Natural sciences
English,Association Babylonia Switzerland,https://www.babylonia.online,Western Europe,Switzerland,German - English - French - Italian - Romansch,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Withdrawn,"Production, IT, Communication",,Publish,[No response],Publish,[No response],Publish,[No response],[No response],Humanities
Italian,Gruppo del Colore - Associazione Italiana Colore,https://jcolore.gruppodelcolore.it/,Southern Europe,Italy,English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, IT",,Publish,Publish,Publish,[No response],[No response],[No response],[No response],Multidisciplinary
French,Métropolitiques,https://metropolitics.org/,Western Europe,France,French - English,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),None,,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Social sciences,Humanities"
English,Udruženje folklorista Srbije,https://www.folkloristika.org/,Southern Europe,Serbia,Serbian - English - Macedonian - Russian - Croatian,No,[No response],[No response],"Private not-for-profit organisation, (e.g. Charity, Foundation, Learned Society, or Association)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production, Communication",,Publish,Publish,Publish,[No response],[No response],[No response],[No response],"Social sciences,Humanities"
English,Institute of Economic Sciences,https://ien.bg.ac.rs/index.php?lng=eng,Southern Europe,Serbia,English - Serbian,No,[No response],[No response],"Public organisation (e.g. university, research institute, laboratory, research organisation)",[No response],Institutional publisher (the entity that controls publishing operations),"Editorial, Production",,Publish,Publish,Publish,Publish,[No response],[No response],[No response],"Multidisciplinary,Social sciences"
English,artciencia.com,https://www.artciencia.com,Southern Europe,Portugal,Portuguese - English - Spanish - French,No,[No response],[No response],Other (please describe),The project is owned by the Editors,Institutional publisher (the entity that controls publishing operations),Editorial,,Publish,[No response],[No response],[No response],[No response],[No response],[No response],"Multidisciplinary,Social sciences,Humanities"
